entry_id,posting_date,entity,department,account_category,description,vendor_counterparty,amount_usd,payment_terms_days,reconciliation_status
GL-12733,2026-03-05,Enterprise Cloud BV,Sales & Marketing,Sales & Marketing,Global SaaS Summit Booth,Meta Business,10276.86,60,RECONCILED
GL-12734,2026-07-22,Group HQ (US),General & Admin,Payroll & Benefits,Engineering Salaries,Gusto Payroll,17661.55,60,RECONCILED
GL-12735,2026-08-31,Group HQ (US),Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,15182.39,30,RECONCILED
GL-12736,2026-07-04,EMEA Logistics Ltd,Customer Support,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,18029.57,60,RECONCILED
GL-12737,2026-04-19,Enterprise Cloud BV,Sales & Marketing,Payroll & Benefits,Executive Compensation,Remote.com Global,17958.75,30,RECONCILED
GL-12738,2026-03-10,Sub-Sahara Telco PLC,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,3569.19,60,RECONCILED
GL-12739,2026-05-13,Enterprise Cloud BV,Customer Support,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,4288.91,60,RECONCILED
GL-12740,2026-11-30,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,5542.28,30,RECONCILED
GL-12741,2026-01-01,Group HQ (US),Customer Support,Payroll & Benefits,Engineering Salaries,Gusto Payroll,12437.06,45,RECONCILED
GL-12742,2026-06-02,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,10170.93,30,RECONCILED
GL-12743,2026-09-05,Sub-Sahara Telco PLC,General & Admin,Sales & Marketing,LinkedIn B2B Lead Generation,HubSpot Marketing,5547.27,30,PENDING_AUDIT
GL-12744,2026-01-30,EMEA Logistics Ltd,General & Admin,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,1609.57,30,RECONCILED
GL-12745,2026-01-02,EMEA Logistics Ltd,General & Admin,General & Admin,Office Facilities & Coworking,PwC Audit Advisory,3237.22,45,FLAGGED_VARIANCE
GL-12746,2026-03-19,Enterprise Cloud BV,Customer Support,Direct COGS,Stripe Payment Processing,Stripe Inc,2368.89,30,RECONCILED
GL-12747,2026-09-17,Group HQ (US),Customer Support,Direct COGS,Stripe Payment Processing,Cloudflare CDN,1017.73,45,RECONCILED
GL-12748,2026-10-13,Sub-Sahara Telco PLC,Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,16323.16,30,RECONCILED
GL-12749,2026-06-05,Enterprise Cloud BV,General & Admin,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,20299.42,45,RECONCILED
GL-12750,2026-03-09,EMEA Logistics Ltd,General & Admin,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,16831.07,45,RECONCILED
GL-12751,2026-08-08,EMEA Logistics Ltd,Customer Support,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,26046.43,45,RECONCILED
GL-12752,2026-01-08,Group HQ (US),Sales & Marketing,Payroll & Benefits,Engineering Salaries,Remote.com Global,13794.37,45,PENDING_AUDIT
GL-12753,2026-05-15,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,37054.29,45,RECONCILED
GL-12754,2026-04-17,Group HQ (US),Data Infrastructure,General & Admin,Software Subscriptions (Slack/GitHub),Slack Technologies,1826.72,60,RECONCILED
GL-12755,2026-10-05,Sub-Sahara Telco PLC,Data Infrastructure,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,1416.6,60,RECONCILED
GL-12756,2026-06-11,Sub-Sahara Telco PLC,Engineering & R&D,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,7858.45,45,RECONCILED
GL-12757,2026-08-12,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,29383.99,45,PENDING_AUDIT
GL-12758,2026-02-21,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,21513.32,30,RECONCILED
GL-12759,2026-05-28,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,6605.18,45,RECONCILED
GL-12760,2026-12-24,Enterprise Cloud BV,Sales & Marketing,General & Admin,Software Subscriptions (Slack/GitHub),Slack Technologies,1876.72,45,PENDING_AUDIT
GL-12761,2026-06-03,Enterprise Cloud BV,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,4605.88,60,RECONCILED
GL-12762,2026-09-20,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,6445.21,60,RECONCILED
GL-12763,2026-05-29,Group HQ (US),Customer Support,Direct COGS,Stripe Payment Processing,Amazon Web Services,8403.36,30,RECONCILED
GL-12764,2026-05-11,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,2652.78,60,RECONCILED
GL-12765,2026-08-08,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,76851.58,60,RECONCILED
GL-12766,2026-01-02,EMEA Logistics Ltd,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,21386.74,30,RECONCILED
GL-12767,2026-03-14,EMEA Logistics Ltd,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,2565.6,45,RECONCILED
GL-12768,2026-06-13,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Stripe Payment Processing,OpenAI Inc,4644.32,60,PENDING_AUDIT
GL-12769,2026-06-15,Sub-Sahara Telco PLC,General & Admin,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,7444.55,30,RECONCILED
GL-12770,2026-08-09,Sub-Sahara Telco PLC,Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,38630.49,45,RECONCILED
GL-12771,2026-03-09,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,Stripe Payment Processing,Cloudflare CDN,3517.33,45,RECONCILED
GL-12772,2026-03-31,Sub-Sahara Telco PLC,General & Admin,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,28323.83,30,RECONCILED
GL-12773,2026-04-14,Enterprise Cloud BV,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,593.44,30,RECONCILED
GL-12774,2026-08-29,Group HQ (US),Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,3877.0,60,RECONCILED
GL-12775,2026-05-18,Enterprise Cloud BV,Sales & Marketing,Direct COGS,Stripe Payment Processing,Amazon Web Services,2134.86,60,RECONCILED
GL-12776,2026-01-25,Enterprise Cloud BV,Engineering & R&D,General & Admin,Audit & Corporate Legal Retainers,WeWork Management,4125.91,60,RECONCILED
GL-12777,2026-10-26,EMEA Logistics Ltd,Engineering & R&D,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,6668.44,60,RECONCILED
GL-12778,2026-03-11,Sub-Sahara Telco PLC,General & Admin,General & Admin,Software Subscriptions (Slack/GitHub),Baker McKenzie LLP,629.98,45,RECONCILED
GL-12779,2026-05-19,Group HQ (US),General & Admin,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,4024.09,45,RECONCILED
GL-12780,2026-09-09,Sub-Sahara Telco PLC,Data Infrastructure,General & Admin,Office Facilities & Coworking,Slack Technologies,3787.47,60,RECONCILED
GL-12781,2026-04-25,Sub-Sahara Telco PLC,Engineering & R&D,Sales & Marketing,Global SaaS Summit Booth,Google Ads,7807.12,45,RECONCILED
GL-12782,2026-11-12,Sub-Sahara Telco PLC,General & Admin,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,24312.56,45,PENDING_AUDIT
GL-12783,2026-11-04,Enterprise Cloud BV,General & Admin,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,3077.54,45,RECONCILED
GL-12784,2026-04-27,Group HQ (US),Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,7033.74,60,RECONCILED
GL-12785,2026-07-05,Sub-Sahara Telco PLC,Engineering & R&D,Payroll & Benefits,Engineering Salaries,Mercer Benefits,14984.86,60,RECONCILED
GL-12786,2026-03-23,Enterprise Cloud BV,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Stripe Inc,5115.04,45,RECONCILED
GL-12787,2026-09-24,EMEA Logistics Ltd,Data Infrastructure,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,4794.47,30,RECONCILED
GL-12788,2026-04-23,Enterprise Cloud BV,Customer Support,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,23064.29,45,RECONCILED
GL-12789,2026-05-24,Enterprise Cloud BV,Customer Support,Direct COGS,Stripe Payment Processing,OpenAI Inc,7946.31,30,RECONCILED
GL-12790,2026-08-16,Enterprise Cloud BV,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,10269.4,60,PENDING_AUDIT
GL-12791,2026-02-14,Sub-Sahara Telco PLC,Engineering & R&D,General & Admin,Software Subscriptions (Slack/GitHub),WeWork Management,1384.35,60,RECONCILED
GL-12792,2026-03-17,EMEA Logistics Ltd,General & Admin,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,13286.39,60,RECONCILED
GL-12793,2026-01-12,EMEA Logistics Ltd,Sales & Marketing,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,30404.45,45,RECONCILED
GL-12794,2026-11-16,Group HQ (US),Sales & Marketing,Sales & Marketing,Google Search & Ads Campaign,Meta Business,6934.48,60,RECONCILED
GL-12795,2026-12-29,EMEA Logistics Ltd,General & Admin,Sales & Marketing,Global SaaS Summit Booth,Meta Business,6112.58,60,RECONCILED
GL-12796,2026-08-27,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Stripe Payment Processing,Amazon Web Services,5628.82,45,RECONCILED
GL-12797,2026-06-10,Sub-Sahara Telco PLC,Sales & Marketing,Payroll & Benefits,Engineering Salaries,ADP TotalSource,16194.42,60,RECONCILED
GL-12798,2026-09-21,Group HQ (US),General & Admin,Payroll & Benefits,Executive Compensation,Mercer Benefits,25858.15,60,RECONCILED
GL-12799,2026-07-09,EMEA Logistics Ltd,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,Stripe Inc,3280.4,60,RECONCILED
GL-12800,2026-07-30,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,17918.08,45,RECONCILED
GL-12801,2026-05-02,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,20800.87,45,RECONCILED
GL-12802,2026-10-08,Group HQ (US),Sales & Marketing,General & Admin,Software Subscriptions (Slack/GitHub),Slack Technologies,1498.29,45,RECONCILED
GL-12803,2026-02-20,Enterprise Cloud BV,Engineering & R&D,Payroll & Benefits,Executive Compensation,ADP TotalSource,33054.39,45,RECONCILED
GL-12804,2026-11-02,Group HQ (US),Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,10486.15,30,RECONCILED
GL-12805,2026-03-15,EMEA Logistics Ltd,Data Infrastructure,Payroll & Benefits,Engineering Salaries,Gusto Payroll,9661.36,60,RECONCILED
GL-12806,2026-08-12,Sub-Sahara Telco PLC,Data Infrastructure,General & Admin,Office Facilities & Coworking,PwC Audit Advisory,5355.39,30,RECONCILED
GL-12807,2026-06-17,EMEA Logistics Ltd,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,10974.08,30,RECONCILED
GL-12808,2026-12-20,EMEA Logistics Ltd,Engineering & R&D,Sales & Marketing,LinkedIn B2B Lead Generation,LinkedIn B2B Marketing,5860.33,30,RECONCILED
GL-12809,2026-12-03,Enterprise Cloud BV,Engineering & R&D,Direct COGS,Stripe Payment Processing,Amazon Web Services,6046.36,45,RECONCILED
GL-12810,2026-01-17,Sub-Sahara Telco PLC,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,8134.0,60,RECONCILED
GL-12811,2026-04-24,Sub-Sahara Telco PLC,General & Admin,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,83729.89,60,RECONCILED
GL-12812,2026-02-09,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,Stripe Payment Processing,Amazon Web Services,5815.79,60,RECONCILED
GL-12813,2026-03-20,Enterprise Cloud BV,General & Admin,Sales & Marketing,Google Search & Ads Campaign,Meta Business,5786.03,45,RECONCILED
GL-12814,2026-11-18,EMEA Logistics Ltd,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,7870.84,45,RECONCILED
GL-12815,2026-08-19,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,16873.22,45,RECONCILED
GL-12816,2026-11-18,Sub-Sahara Telco PLC,General & Admin,Direct COGS,Stripe Payment Processing,OpenAI Inc,3972.51,45,RECONCILED
GL-12817,2026-05-31,Group HQ (US),Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,7208.81,30,RECONCILED
GL-12818,2026-04-22,Enterprise Cloud BV,Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,8183.24,30,RECONCILED
GL-12819,2026-07-01,EMEA Logistics Ltd,General & Admin,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,10343.14,30,RECONCILED
GL-12820,2026-07-21,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,15082.24,60,RECONCILED
GL-12821,2026-11-25,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,41314.07,60,RECONCILED
GL-12822,2026-10-09,Sub-Sahara Telco PLC,General & Admin,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,4884.03,30,PENDING_AUDIT
GL-12823,2026-04-17,Sub-Sahara Telco PLC,General & Admin,Sales & Marketing,LinkedIn B2B Lead Generation,HubSpot Marketing,3649.29,60,RECONCILED
GL-12824,2026-11-20,Sub-Sahara Telco PLC,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,8524.03,60,RECONCILED
GL-12825,2026-02-02,EMEA Logistics Ltd,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,2261.53,60,RECONCILED
GL-12826,2026-10-17,Group HQ (US),General & Admin,Sales & Marketing,Google Search & Ads Campaign,LinkedIn B2B Marketing,7801.89,45,RECONCILED
GL-12827,2026-12-08,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Engineering Salaries,Remote.com Global,15898.93,30,RECONCILED
GL-12828,2026-08-19,Sub-Sahara Telco PLC,Engineering & R&D,Payroll & Benefits,Engineering Salaries,Gusto Payroll,12664.17,45,RECONCILED
GL-12829,2026-05-04,Enterprise Cloud BV,Engineering & R&D,Sales & Marketing,LinkedIn B2B Lead Generation,HubSpot Marketing,7306.24,60,RECONCILED
GL-12830,2026-11-27,EMEA Logistics Ltd,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,10985.01,45,RECONCILED
GL-12831,2026-07-13,EMEA Logistics Ltd,Customer Support,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,3125.79,45,RECONCILED
GL-12832,2026-05-04,Sub-Sahara Telco PLC,Sales & Marketing,Sales & Marketing,Google Search & Ads Campaign,LinkedIn B2B Marketing,7847.47,30,RECONCILED
GL-12833,2026-12-24,Enterprise Cloud BV,General & Admin,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,4042.78,30,RECONCILED
GL-12834,2026-08-05,Enterprise Cloud BV,Customer Support,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,1015.83,45,RECONCILED
GL-12835,2026-06-17,Enterprise Cloud BV,General & Admin,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,34204.35,30,RECONCILED
GL-12836,2026-04-19,Enterprise Cloud BV,General & Admin,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,78557.6,45,PENDING_AUDIT
GL-12837,2026-03-13,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,49273.14,30,RECONCILED
GL-12838,2026-02-04,Sub-Sahara Telco PLC,Customer Support,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,12120.3,30,RECONCILED
GL-12839,2026-09-06,EMEA Logistics Ltd,Customer Support,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,3081.37,30,RECONCILED
GL-12840,2026-10-08,Sub-Sahara Telco PLC,Engineering & R&D,General & Admin,Software Subscriptions (Slack/GitHub),Baker McKenzie LLP,1120.88,60,RECONCILED
GL-12841,2026-04-17,Sub-Sahara Telco PLC,General & Admin,General & Admin,Audit & Corporate Legal Retainers,Slack Technologies,5993.3,30,RECONCILED
GL-12842,2026-10-02,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,81969.14,30,RECONCILED
GL-12843,2026-07-04,Sub-Sahara Telco PLC,Customer Support,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,6303.44,45,RECONCILED
GL-12844,2026-04-12,Enterprise Cloud BV,General & Admin,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,51818.82,45,RECONCILED
GL-12845,2026-06-12,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,12237.83,60,RECONCILED
GL-12846,2026-05-05,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Executive Compensation,ADP TotalSource,23818.15,30,RECONCILED
GL-12847,2026-07-11,Group HQ (US),Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,29125.73,30,RECONCILED
GL-12848,2026-10-26,Group HQ (US),General & Admin,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,7648.9,45,RECONCILED
GL-12849,2026-03-29,Group HQ (US),Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,3518.36,30,RECONCILED
GL-12850,2026-12-10,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Stripe Payment Processing,Stripe Inc,3346.15,45,RECONCILED
GL-12851,2026-07-28,Group HQ (US),Sales & Marketing,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,9887.82,60,RECONCILED
GL-12852,2026-05-15,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,6655.44,30,RECONCILED
GL-12853,2026-09-15,EMEA Logistics Ltd,General & Admin,General & Admin,Software Subscriptions (Slack/GitHub),Baker McKenzie LLP,2310.9,30,RECONCILED
GL-12854,2026-03-12,Enterprise Cloud BV,General & Admin,Payroll & Benefits,Engineering Salaries,Remote.com Global,15565.01,30,RECONCILED
GL-12855,2026-09-03,Group HQ (US),Engineering & R&D,Direct COGS,Stripe Payment Processing,OpenAI Inc,6486.72,60,RECONCILED
GL-12856,2026-02-18,EMEA Logistics Ltd,Customer Support,Sales & Marketing,Google Search & Ads Campaign,LinkedIn B2B Marketing,2529.8,30,RECONCILED
GL-12857,2026-01-17,Sub-Sahara Telco PLC,Sales & Marketing,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,8683.78,30,RECONCILED
GL-12858,2026-07-13,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,26258.41,30,RECONCILED
GL-12859,2026-05-12,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,7626.06,30,RECONCILED
GL-12860,2026-09-22,EMEA Logistics Ltd,Engineering & R&D,Sales & Marketing,Google Search & Ads Campaign,LinkedIn B2B Marketing,7363.5,45,RECONCILED
GL-12861,2026-07-30,Sub-Sahara Telco PLC,General & Admin,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,50041.81,45,RECONCILED
GL-12862,2026-06-02,EMEA Logistics Ltd,Customer Support,Sales & Marketing,Google Search & Ads Campaign,HubSpot Marketing,6169.2,45,RECONCILED
GL-12863,2026-05-18,Enterprise Cloud BV,Engineering & R&D,Payroll & Benefits,Contract Data Engineers,Remote.com Global,5356.38,45,RECONCILED
GL-12864,2026-08-31,Enterprise Cloud BV,General & Admin,Payroll & Benefits,Contract Data Engineers,Remote.com Global,4830.1,45,RECONCILED
GL-12865,2026-07-02,EMEA Logistics Ltd,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,14749.34,45,RECONCILED
GL-12866,2026-06-20,Group HQ (US),General & Admin,Direct COGS,Stripe Payment Processing,Stripe Inc,3646.94,30,RECONCILED
GL-12867,2026-09-19,Group HQ (US),Data Infrastructure,General & Admin,Audit & Corporate Legal Retainers,Baker McKenzie LLP,3052.26,45,RECONCILED
GL-12868,2026-07-09,Enterprise Cloud BV,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,1375.9,45,RECONCILED
GL-12869,2026-05-19,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,6035.48,60,RECONCILED
GL-12870,2026-12-19,EMEA Logistics Ltd,Sales & Marketing,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,19958.75,30,RECONCILED
GL-12871,2026-12-29,EMEA Logistics Ltd,Customer Support,General & Admin,Office Facilities & Coworking,Baker McKenzie LLP,2913.03,45,RECONCILED
GL-12872,2026-11-25,EMEA Logistics Ltd,Customer Support,General & Admin,Software Subscriptions (Slack/GitHub),Slack Technologies,2355.56,45,RECONCILED
GL-12873,2026-12-04,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,1854.93,60,RECONCILED
GL-12874,2026-02-21,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,19755.94,30,RECONCILED
GL-12875,2026-10-07,Group HQ (US),Customer Support,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,4783.89,60,RECONCILED
GL-12876,2026-12-22,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,20644.07,45,RECONCILED
GL-12877,2026-01-31,EMEA Logistics Ltd,Sales & Marketing,Sales & Marketing,Google Search & Ads Campaign,Google Ads,3690.96,60,RECONCILED
GL-12878,2026-09-04,Group HQ (US),Data Infrastructure,Sales & Marketing,LinkedIn B2B Lead Generation,HubSpot Marketing,4815.2,30,RECONCILED
GL-12879,2026-03-04,Sub-Sahara Telco PLC,Customer Support,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,20659.94,45,RECONCILED
GL-12880,2026-06-15,Sub-Sahara Telco PLC,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,6414.5,60,RECONCILED
GL-12881,2026-07-27,Enterprise Cloud BV,Sales & Marketing,Payroll & Benefits,Executive Compensation,Gusto Payroll,29205.18,60,RECONCILED
GL-12882,2026-10-29,Sub-Sahara Telco PLC,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,17640.68,60,RECONCILED
GL-12883,2026-12-08,Group HQ (US),Sales & Marketing,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,8889.54,60,RECONCILED
GL-12884,2026-11-14,EMEA Logistics Ltd,Customer Support,General & Admin,Office Facilities & Coworking,Salesforce Inc,5227.71,60,RECONCILED
GL-12885,2026-06-18,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,4917.31,45,RECONCILED
GL-12886,2026-10-20,Group HQ (US),Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Stripe Inc,3622.28,45,RECONCILED
GL-12887,2026-01-18,Group HQ (US),Sales & Marketing,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,30081.09,60,RECONCILED
GL-12888,2026-09-04,Enterprise Cloud BV,General & Admin,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,1829.15,60,RECONCILED
GL-12889,2026-12-20,Sub-Sahara Telco PLC,Engineering & R&D,Payroll & Benefits,Engineering Salaries,Mercer Benefits,12176.67,30,RECONCILED
GL-12890,2026-05-09,Group HQ (US),Engineering & R&D,Direct COGS,Stripe Payment Processing,Amazon Web Services,6741.77,30,RECONCILED
GL-12891,2026-12-02,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,26330.39,30,RECONCILED
GL-12892,2026-10-06,Group HQ (US),Engineering & R&D,Sales & Marketing,Global SaaS Summit Booth,Google Ads,9928.96,30,RECONCILED
GL-12893,2026-04-13,Sub-Sahara Telco PLC,Data Infrastructure,Sales & Marketing,LinkedIn B2B Lead Generation,HubSpot Marketing,4687.16,30,FLAGGED_VARIANCE
GL-12894,2026-04-18,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,15223.17,60,RECONCILED
GL-12895,2026-10-30,Group HQ (US),Sales & Marketing,General & Admin,Audit & Corporate Legal Retainers,WeWork Management,2798.37,45,RECONCILED
GL-12896,2026-12-26,Group HQ (US),Customer Support,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,15616.75,45,PENDING_AUDIT
GL-12897,2026-01-09,Enterprise Cloud BV,General & Admin,General & Admin,Software Subscriptions (Slack/GitHub),WeWork Management,739.3,60,RECONCILED
GL-12898,2026-12-02,Group HQ (US),General & Admin,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,21649.4,45,RECONCILED
GL-12899,2026-09-06,Group HQ (US),Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,74439.32,45,RECONCILED
GL-12900,2026-05-31,EMEA Logistics Ltd,Sales & Marketing,Payroll & Benefits,Engineering Salaries,ADP TotalSource,6931.36,60,RECONCILED
GL-12901,2026-11-11,Group HQ (US),Customer Support,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,9232.98,60,RECONCILED
GL-12902,2026-06-28,Sub-Sahara Telco PLC,Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,23201.83,30,RECONCILED
GL-12903,2026-07-30,EMEA Logistics Ltd,Sales & Marketing,Direct COGS,Stripe Payment Processing,OpenAI Inc,7068.95,45,RECONCILED
GL-12904,2026-06-15,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Engineering Salaries,ADP TotalSource,8097.7,45,RECONCILED
GL-12905,2026-02-03,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,3363.28,45,RECONCILED
GL-12906,2026-11-06,Sub-Sahara Telco PLC,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,10858.71,30,RECONCILED
GL-12907,2026-10-30,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,1645.14,45,RECONCILED
GL-12908,2026-06-01,Enterprise Cloud BV,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,3006.27,45,RECONCILED
GL-12909,2026-12-01,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Stripe Payment Processing,Cloudflare CDN,7529.53,45,RECONCILED
